,word,pn
3395,揉ん,1
3397,ＧＯＯＤ,1
3398,Ｇｏｏｄ,1
3399,ＶＩＰ,1
3403,ｇｏｏｄ,1
3404,あう,1
3405,あか抜ける,1
3406,あでやか,1
3408,あわせ,1
3409,いい,1
3427,いかす,1
3428,いじらしい,1
3429,いたいけ,1
3431,いとおしい,1
3432,うきうき,1
3433,うっとり,1
3434,うなづける,1
3435,うまい,1
3436,えり抜き,1
3440,おいしい,1
3441,おおらか,1
3443,おしゃま,1
3447,おすすめ,1
3451,おとなしやか,1
3453,おなじみ,1
3457,お気にいり,1
3461,お気に入り,1
3469,お買い得,1
3473,かいがいしい,1
3474,かしこい,1
3475,かっちり,1
3476,かっ達,1
3478,かわいらしい,1
3479,きっちり,1
3480,きびきび,1
3482,きめ細か,1
3484,きめ細かい,1
3485,きらめく,1
3486,きりりと,1
3487,くつろげる,1
3488,けざやか,1
3490,こころよい,1
3492,こなす,1
3493,こなせる,1
3494,こなれる,1
3496,さかしい,1
3497,さすが,1
3498,さとい,1
3502,さりげ,1
3503,ざっくばらん,1
3505,しおらしい,1
3506,したしい,1
3507,しっくり,1
3508,しっとり,1
3509,しのぐ,1
3510,しめやか,1
3512,しゃれる,1
3513,しんなり,1
3514,すご腕,1
3518,すすどい,1
3519,すばやい,1
3520,すばらしい,1
3521,すべすべ,1
3522,すらり,1
3523,ずばぬける,1
3524,ずば抜ける,1
3525,そこはかとない,1
3526,そそる,1
3527,ぞっこん,1
3528,たくましい,1
3529,たぐい,1
3530,たやすい,1
3531,ちゃんと,1
3532,ちょうど,1
3534,つかみ,1
3535,つぶら,1
3537,つましい,1
3538,つまびらか,1
3540,つやつや,1
3541,つややか,1
3543,どんぴしゃり,1
3544,なじむ,1
3545,なじめる,1
3546,なつかしい,1
3547,なまめかしい,1
3548,にぎにぎしい,1
3549,のびのび,1
3550,のびやか,1
3552,はえる,1
3553,はしこい,1
3554,ばら色,1
3558,ひきしまる,1
3560,ぴか一,1
3564,ぴちぴち,1
3565,ぴったり,1
3566,ふさわしい,1
3567,ふたつ,1
3568,ふっくら,1
3569,ふんだん,1
3571,ふんわり,1
3572,ぷりぷり,1
3573,べた,1
3574,べらぼう,1
3576,べら棒,1
3578,ほっそり,1
3579,ほのぼの,1
3580,ほほえましい,1
3581,ほれぼれ,1
3582,まずまず,1
3583,まとまる,1
3584,まばゆい,1
3585,まめやか,1
3587,みずみずしい,1
3588,みめよい,1
3589,むつ,1
3590,めきめき,1
3591,めざましい,1
3592,めずらしい,1
3593,めでたい,1
3594,もっけの幸い,1
3598,もの珍しい,1
3599,やさしい,1
3600,やすやす,1
3601,やり手,1
3605,やわらかい,1
3606,やんごとない,1
3607,やんわり,1
3608,ゆかしい,1
3609,ゆったり,1
3610,ゆとり,1
3611,よく,1
3612,よろしい,1
3613,らい落,1
3615,りりしい,1
3617,わかり,1
3618,わくわく,1
3619,アジ,1
3620,イイ,1
3621,インテリジェント,1
3625,ウケる,1
3626,エクセレント,1
3627,エポックメーキング,1
3629,オススメ,1
3633,カッコ,1
3634,カリスマ,1
3636,キビキビ,1
3637,クリア,1
3638,グッド,1
3639,グッドルッキング,1
3640,ゴージャス,1
3642,シ,1
3643,シャレる,1
3644,シル,1
3646,ジェントル,1
3647,スゲーッ,1
3648,スゴクイイ,1
3649,スペッシャル,1
3650,スポーティ,1
3652,セーフティ,1
3653,セーフティー,1
3654,ソフィスティケート,1
3655,ゾッコン,1
3656,ダンディー,1
3660,チャーミング,1
3662,デリシャス,1
3663,トップ,1
3667,トルクフル,1
3668,ドレッシー,1
3670,ハイ,1
3674,ハイカラ,1
3676,ハイクラス,1
3680,バツグン,1
3681,ビビッド,1
3683,ビューティフル,1
3684,ピカ,1
3688,ピッタリ,1
3689,ピュア,1
3691,ファンタスチック,1
3692,ファンタスティック,1
3693,ベストチョイス,1
3694,ベター,1
3698,マル,1
3702,メキメキ,1
3703,メジャー,1
3705,メリット,1
3706,メリハリ,1
3709,ラ,1
3710,レア,1
3711,愛くるしい,1
3712,愛しい,1
3713,愛らしい,1
3714,愛想,1
3717,悪気,1
3718,扱い,1
3719,安閑,1
3723,安上り,1
3727,安定,1
3730,偉い,1
3733,威風,1
3734,意欲,1
3736,易々,1
3740,易易,1
3741,違和感,1
3744,一級,1
3746,一石二鳥,1
3750,一徹,1
3752,印象,1
3754,印象深い,1
3755,引き伸ばせる,1
3756,引っ張りだこ,1
3761,映えばえしい,1
3762,映える,1
3763,悦ばしい,1
3764,円やか,1
3766,艶,1
3767,汚れ,1
3768,奥ゆかしい,1
3769,奥床しい,1
3770,奥深い,1
3771,押し,1
3772,何気ない,1
3773,何気無い,1
3774,価する,1
3775,価値,1
3777,可愛い,1
3778,可愛らしい,1
3779,可笑しい,1
3780,家庭,1
3781,家庭的,1
3782,華,1
3783,華々しい,1
3784,華やかさ,1
3785,華華しい,1
3786,画期的,1
3790,会える,1
3791,解放,1
3793,快哉,1
3797,懐,1
3798,開放,1
3800,外柔内剛,1
3804,該博,1
3808,格好,1
3809,格好いい,1
3810,格上げ,1
3811,格段,1
3813,格別,1
3815,革新,1
3819,学べる,1
3820,楽々,1
3821,楽しめる,1
3822,楽ちん,1
3824,顎,1
3825,割,1
3826,割に,1
3827,割り,1
3830,活きる,1
3831,活き活き,1
3832,活気,1
3833,滑脱,1
3835,噛み,1
3836,乾か,1
3839,勧める,1
3840,堪能,1
3841,完全,1
3845,寛げる,1
3846,寛大,1
3848,寛闊,1
3850,干せる,1
3851,感じ,1
3852,感動,1
3854,敢然,1
3855,歓ぶ,1
3856,汗,1
3857,甘露,1
3862,閑雅,1
3864,閑閑,1
3868,閑人,1
3872,顔,1
3874,願わしい,1
3875,危なげない,1
3876,喜ばしい,1
3877,奇跡,1
3879,奇想天外,1
3881,奇天烈,1
3882,嬉々,1
3883,嬉しい,1
3884,機嫌,1
3885,毅然,1
3888,毅然たる,1
3889,毅然と,1
3892,気,1
3899,気づよい,1
3900,気安い,1
3901,気強い,1
3902,気高い,1
3903,気丈夫,1
3905,気品,1
3906,気分,1
3907,稀少,1
3911,貴い,1
3912,軌道,1
3913,輝かしい,1
3918,宜しい,1
3919,義人,1
3920,義理堅い,1
3921,吸い込める,1
3924,吸える,1
3925,究極,1
3927,許せる,1
3928,強靭,1
3931,恭しい,1
3933,興味,1
3935,興味深い,1
3936,興味津々,1
3940,驚異,1
3942,筋金入り,1
3946,近代,1
3948,金,1
3949,金城鉄壁,1
3953,金鉄,1
3957,苦,1
3959,具合,1
3960,軍配,1
3961,恵まれる,1
3962,慧眼,1
3964,敬服,1
3965,敬慕,1
3966,敬虔,1
3970,景気,1
3971,経済,1
3973,警抜,1
3975,軽捷,1
3977,芸,1
3978,隙,1
3979,欠点,1
3980,潔い,1
3985,兼ね備える,1
3986,堅忍不抜,1
3990,嫌み,1
3991,嫌味,1
3992,見やすい,1
3993,見よい,1
3994,見易い,1
3995,見込む,1
3996,見目,1
3998,見目好い,1
3999,謙抑,1
4001,賢い,1
4002,減ら,1
4004,言う,1
4006,個性,1
4007,孤高,1
4009,誇らか,1
4011,誇らしい,1
4012,誇れる,1
4015,雇える,1
4016,効き目,1
4017,効果,1
4018,口上手,1
4022,向上,1
4023,垢,1
4024,垢抜ける,1
4025,好い,1
4026,好ましい,1
4027,好もしい,1
4028,好意,1
4030,好漢,1
4034,好条件,1
4038,好適,1
4040,宏遠,1
4042,宏量,1
4044,巧緻,1
4048,広々,1
4051,広やか,1
4053,広壮,1
4057,広大,1
4059,広漠,1
4063,広量,1
4067,広闊,1
4069,昂揚,1
4070,硬骨,1
4072,肯定,1
4074,行ける,1
4075,香る,1
4076,高まる,1
4077,高める,1
4078,高雅,1
4082,高貴,1
4087,高級,1
4089,高潔,1
4091,高尚,1
4093,高水準,1
4095,高大,1
4097,高名,1
4099,高邁,1
4101,剛毅,1
4105,剛健,1
4109,剛胆,1
4111,剛勇,1
4113,合う,1
4114,合わせ,1
4115,合格,1
4116,合目的的,1
4118,合理,1
4120,豪い,1
4121,豪華,1
4122,豪気,1
4124,豪儀,1
4126,豪勢,1
4128,豪壮,1
4130,豪胆,1
4132,豪宕,1
4134,豪放,1
4138,轟かせる,1
4139,腰,1
4141,骨太,1
4145,懇ろ,1
4147,懇篤,1
4151,差,1
4153,座り,1
4156,最上,1
4160,最上級,1
4166,塞げる,1
4167,犀利,1
4169,細心,1
4171,細密,1
4173,細緻,1
4177,際だつ,1
4178,際立つ,1
4179,冴える,1
4180,三拍子,1
4182,燦燦,1
4186,燦然,1
4187,燦爛,1
4191,賛成,1
4192,賛同,1
4193,斬新,1
4195,仕合せ,1
4197,使い,1
4199,刺激,1
4201,思い切り,1
4202,思わしい,1
4203,旨い,1
4205,至高,1
4209,至便,1
4213,試し,1
4216,試せる,1
4218,事足りる,1
4219,似あわしい,1
4220,似つかわしい,1
4221,似合い,1
4225,似合しい,1
4226,慈しむ,1
4227,慈愛,1
4228,慈悲,1
4229,持ち運べる,1
4230,持ち歩ける,1
4231,治せる,1
4233,自若,1
4242,自分,1
4243,質感,1
4245,質実,1
4249,実直,1
4253,実用,1
4257,酌み交わせ,1
4258,若々しい,1
4259,若い,1
4260,若若しい,1
4261,取り扱い,1
4262,取り回し,1
4265,取り消せる,1
4270,取消せ,1
4273,手がたい,1
4274,手がるい,1
4275,手ごたえ,1
4276,手ごろ,1
4278,手っとり早い,1
4279,手っ取り早い,1
4280,手ばやい,1
4281,手びろい,1
4282,手軽い,1
4283,手堅い,1
4284,手厚い,1
4285,手広い,1
4286,手早い,1
4287,手速い,1
4288,手抜かり,1
4290,趣,1
4293,秀でる,1
4294,秀悦,1
4295,秀麗,1
4301,住める,1
4302,充溢,1
4303,充分,1
4306,十分,1
4308,柔かい,1
4309,柔らか,1
4311,柔らかい,1
4312,俊敏,1
4316,純良,1
4320,順応,1
4321,庶民,1
4323,女らしい,1
4324,勝る,1
4325,勝れる,1
4326,奨め,1
4330,奨める,1
4331,小,1
4333,小ぎれい,1
4335,小意気,1
4337,小器用,1
4341,小気味,1
4342,小気味よい,1
4343,小才,1
4344,小躍り,1
4345,床しい,1
4348,消せる,1
4351,省ける,1
4352,賞賛,1
4353,賞嘆,1
4354,上々,1
4356,上位,1
4360,上級,1
4364,上向く,1
4365,上根,1
4366,上手い,1
4367,上出来,1
4369,上上吉,1
4373,上等,1
4377,情,1
4378,情け深い,1
4379,情深い,1
4382,拭ける,1
4385,殖やせる,1
4386,色,1
4388,色っぽい,1
4389,色気,1
4392,伸ばせる,1
4393,伸び,1
4394,伸び伸び,1
4395,心,1
4396,心づよい,1
4397,心安い,1
4398,心温まる,1
4399,心掛ける,1
4400,心強い,1
4401,心丈夫,1
4403,心憎い,1
4404,心地,1
4405,心地よい,1
4406,心地好い,1
4407,心置き,1
4408,慎ましい,1
4409,慎む,1
4410,新規,1
4411,深遠,1
4413,深奥,1
4417,深切,1
4421,申し込める,1
4424,申込め,1
4425,真っ正直,1
4427,真新しい,1
4428,神々しい,1
4429,神神しい,1
4430,紳士,1
4432,親しい,1
4433,親しみ,1
4434,身,1
4435,身ぎれい,1
4438,辛抱,1
4439,辛抱強い,1
4441,人,1
4442,人懐っこい,1
4443,人気,1
4444,人情,1
4445,人目,1
4446,尋常,1
4448,水際立つ,1
4449,粋人,1
4453,酔える,1
4454,瑞々しい,1
4455,瑞瑞しい,1
4456,崇高,1
4458,数少ない,1
4459,澄ん,1
4460,澄明,1
4464,世界,1
4468,世話,1
4469,世話好き,1
4473,勢い,1
4474,整然,1
4477,整然と,1
4478,正正堂堂,1
4482,正善,1
4483,正統,1
4484,清々,1
4485,清々しい,1
4486,清い,1
4487,清新,1
4489,清清,1
4490,清清しい,1
4491,清爽,1
4495,清廉,1
4501,生,1
4502,生き生き,1
4503,盛りあがる,1
4504,盛り上がる,1
4505,盛栄,1
4509,精しい,1
4510,精細,1
4514,精良,1
4516,精悍,1
4518,誠意,1
4519,静謐,1
4521,積み込める,1
4522,積める,1
4523,積極,1
4525,絶大,1
4527,絶品,1
4531,先鋭,1
4533,先駆,1
4535,先進,1
4537,尖鋭,1
4541,洗い流せる,1
4544,洗える,1
4546,薦める,1
4549,選べる,1
4550,鮮鋭,1
4554,善良,1
4558,楚々たる,1
4559,楚楚,1
4563,素晴らしい,1
4564,素早い,1
4567,壮大,1
4569,壮麗,1
4571,掃ける,1
4574,操る,1
4575,相応,1
4577,相応しい,1
4578,聡明,1
4579,蒼古,1
4583,蒼茫,1
4587,走り,1
4593,増やせる,1
4594,憎め,1
4595,造作,1
4600,尊い,1
4601,尊大,1
4603,損,1
4604,多才,1
4608,多士,1
4612,多能,1
4616,多望,1
4618,泰山,1
4622,泰然,1
4626,大,1
4627,大いなる,1
4628,大業,1
4632,大人,1
4633,大人しい,1
4634,鷹揚,1
4636,卓越,1
4637,卓出,1
4638,卓絶,1
4639,単簡,1
4643,単品,1
4646,探せる,1
4647,端正,1
4649,端麗,1
4651,胆,1
4652,暖か,1
4654,暖かい,1
4655,暖まる,1
4656,男々しい,1
4657,男らしい,1
4658,男性,1
4660,値する,1
4662,知性,1
4664,稚い,1
4667,注げる,1
4668,張り,1
4671,調子,1
4672,超越,1
4673,超凡,1
4677,長ける,1
4678,沈毅,1
4680,珍しい,1
4681,追加,1
4684,通える,1
4685,通り,1
4686,釣り合う,1
4687,釣合う,1
4690,定か,1
4692,定評,1
4693,程よい,1
4694,諦め,1
4696,鄭重,1
4700,擢んでる,1
4701,敵,1
4703,適し,1
4704,適する,1
4705,適応,1
4706,適格,1
4710,適宜,1
4712,典雅,1
4714,天空海闊,1
4722,都雅,1
4724,都会,1
4726,陶然,1
4730,頭,1
4732,堂々,1
4736,堂々たる,1
4737,堂堂,1
4741,得意満面,1
4745,得難い,1
4746,特別,1
4748,篤い,1
4749,篤実,1
4751,独創,1
4754,独特,1
4756,馴染む,1
4757,馴染める,1
4758,軟かい,1
4759,軟らか,1
4761,軟らかい,1
4762,難,1
4763,賑わしい,1
4764,入り,1
4767,入魂,1
4771,如才,1
4775,認める,1
4776,熱望,1
4777,熱烈,1
4781,燃やせる,1
4782,粘り強い,1
4783,濃やか,1
4785,濃密,1
4787,納まる,1
4790,能力,1
4791,覗ける,1
4792,派手やか,1
4798,馬力,1
4799,廃り,1
4800,買い得,1
4804,売れ,1
4805,剥が,1
4810,剥せる,1
4811,白眉,1
4815,迫力,1
4816,抜きんでる,1
4817,抜け目,1
4821,盤石,1
4827,疲れ,1
4830,非の打ち所,1
4833,飛び抜ける,1
4834,備わる,1
4835,微笑ましい,1
4836,美々しい,1
4837,美しい,1
4838,美事,1
4842,美味い,1
4843,美味しい,1
4844,鼻,1
4845,百花繚乱,1
4849,百戦錬磨,1
4853,品,1
4855,品行,1
4859,敏い,1
4860,敏活,1
4862,不抜,1
4866,不撓,1
4870,富有,1
4874,富裕,1
4876,風雅,1
4878,風流,1
4879,風靡,1
4880,幅利き,1
4884,福福しい,1
4885,腹,1
4887,腹太,1
4890,沸か,1
4893,物わかり,1
4895,物堅い,1
4896,物知り,1
4900,分,1
4902,分かる,1
4903,分相応,1
4906,平滑,1
4914,平均,1
4915,平然,1
4918,平然たる,1
4919,平然と,1
4920,並外れる,1
4921,癖,1
4922,別格,1
4926,別懇,1
4928,別嬪,1
4934,補える,1
4935,慕わしい,1
4936,崩れ,1
4937,方正,1
4939,芳しい,1
4940,豊潤,1
4944,豊満,1
4948,飽き,1
4949,望ましい,1
4950,望む,1
4951,防ぐ,1
4954,防げる,1
4955,睦まじい,1
4958,磨ける,1
4959,末,1
4960,末頼もしい,1
4961,万鈞,1
4967,満た,1
4968,満ち,1
4970,満ち足りる,1
4971,満足,1
4973,味,1
4974,味わい深い,1
4975,味わえる,1
4976,魅する,1
4977,魅せる,1
4978,魅力,1
4981,魅惑,1
4983,脈,1
4984,夢,1
4985,夢心地,1
4989,無尽蔵,1
4991,無疵,1
4993,名,1
4996,名うて,1
4997,名だたる,1
4998,名高い,1
4999,名車,1
5003,名誉,1
5004,明けっ広げ,1
5008,明りょう,1
5010,明るい,1
5011,明達,1
5015,明哲,1
5019,明敏,1
5022,鳴ら,1
5025,面白,1
5027,面白い,1
5028,猛勇,1
5034,目,1
5038,目映い,1
5041,目指せ,1
5042,目出度い,1
5043,目新しい,1
5044,目抜き,1
5048,目立つ,1
5049,問題,1
5050,役だつ,1
5051,役に立つ,1
5052,役立つ,1
5053,訳,1
5054,愉しい,1
5055,癒す,1
5056,優れる,1
5058,優生,1
5062,優先,1
5064,優等生,1
5070,優良,1
5074,優婉,1
5076,勇ましい,1
5077,勇壮,1
5081,悠然,1
5084,悠然と,1
5085,悠長,1
5087,悠悠,1
5091,有り難い,1
5092,有り余る,1
5093,有難い,1
5094,有能,1
5100,遊べる,1
5101,雄々しい,1
5102,雄偉,1
5106,雄雄しい,1
5107,雄勁,1
5111,雄渾,1
5113,余裕,1
5115,余裕綽綽,1
5119,誉める,1
5122,幼,1
5123,妖艶,1
5125,容易い,1
5126,揺るぎない,1
5127,溶かせる,1
5130,用意,1
5132,欲,1
5133,欲張る,1
5136,頼もしい,1
5137,落ち着き払っ,1
5138,利く,1
5139,利す,1
5140,利口,1
5144,理性,1
5146,理想,1
5149,裏切る,1
5150,律儀,1
5156,流せる,1
5157,流行,1
5158,流行る,1
5159,流石,1
5162,流用,1
5163,流麗,1
5165,溜飲,1
5166,粒ぞろい,1
5170,凌ぐ,1
5171,凌駕,1
5172,涼しい,1
5173,涼やか,1
5175,良い,1
5177,良識,1
5179,良心,1
5181,力強い,1
5182,力持ち,1
5186,涙ぐましい,1
5189,冷やせる,1
5190,怜悧,1
5192,玲瓏,1
5196,麗しい,1
5197,歴々,1
5201,歴然たる,1
5202,廉潔,1
5206,廉直,1
5208,朗らか,1
5210,和らぐ,1
5211,和らげる,1
5212,話す,1
5214,腕,1
5216,腕きき,1
5220,凛々しい,1
5221,凛と,1
5222,凛乎,1
5226,凛然,1
5230,凛凛,1
5234,剴切,1
5236,屁の河童,1
5240,慥か,1
5242,昵懇,1
5246,洒々落々,1
5250,洒落る,1
5251,瀟洒,1
5253,炯眼,1
5255,煌煌,1
5259,爛漫,1
5263,甦生,1
5265,薔薇色,1
5269,讚える,1
5270,逞しい,1
5271,鑽仰,1
5272,闊達,1
5274,鞏固,1
5276,颯爽,1
